id,Level 1,Level 2,Fuel Type,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2015,valid_from,valid_to
2015_1,Fuels,Solid,Coal,short ton,short ton,mmbtu,Anthracite Coal,25.09,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_2,Fuels,Solid,Coal,mmbtu,mmbtu,kg CO2,Anthracite Coal,103.69,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_3,Fuels,Solid,Coal,mmbtu,mmbtu,g CH4,Anthracite Coal,11,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_4,Fuels,Solid,Coal,mmbtu,mmbtu,g N2O,Anthracite Coal,1.6,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_5,Fuels,Solid,Coal,short ton,short ton,kg CO2,Anthracite Coal,2602,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_6,Fuels,Solid,Coal,short ton,short ton,g CH4,Anthracite Coal,276,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_7,Fuels,Solid,Coal,short ton,short ton,g N2O,Anthracite Coal,40,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_8,Fuels,Solid,Coal,short ton,short ton,mmbtu,Bituminous Coal,24.93,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_9,Fuels,Solid,Coal,mmbtu,mmbtu,kg CO2,Bituminous Coal,93.28,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_10,Fuels,Solid,Coal,mmbtu,mmbtu,g CH4,Bituminous Coal,11,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_11,Fuels,Solid,Coal,mmbtu,mmbtu,g N2O,Bituminous Coal,1.6,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_12,Fuels,Solid,Coal,short ton,short ton,kg CO2,Bituminous Coal,2325,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_13,Fuels,Solid,Coal,short ton,short ton,g CH4,Bituminous Coal,274,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_14,Fuels,Solid,Coal,short ton,short ton,g N2O,Bituminous Coal,40,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_15,Fuels,Solid,Coal,short ton,short ton,mmbtu,Sub-bituminous Coal,17.25,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_16,Fuels,Solid,Coal,mmbtu,mmbtu,kg CO2,Sub-bituminous Coal,97.17,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_17,Fuels,Solid,Coal,mmbtu,mmbtu,g CH4,Sub-bituminous Coal,11,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_18,Fuels,Solid,Coal,mmbtu,mmbtu,g N2O,Sub-bituminous Coal,1.6,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_19,Fuels,Solid,Coal,short ton,short ton,kg CO2,Sub-bituminous Coal,1676,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_20,Fuels,Solid,Coal,short ton,short ton,g CH4,Sub-bituminous Coal,190,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_21,Fuels,Solid,Coal,short ton,short ton,g N2O,Sub-bituminous Coal,28,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_22,Fuels,Solid,Coal,short ton,short ton,mmbtu,Lignite Coal,14.21,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_23,Fuels,Solid,Coal,mmbtu,mmbtu,kg CO2,Lignite Coal,97.72,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_24,Fuels,Solid,Coal,mmbtu,mmbtu,g CH4,Lignite Coal,11,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_25,Fuels,Solid,Coal,mmbtu,mmbtu,g N2O,Lignite Coal,1.6,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_26,Fuels,Solid,Coal,short ton,short ton,kg CO2,Lignite Coal,1389,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_27,Fuels,Solid,Coal,short ton,short ton,g CH4,Lignite Coal,156,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_28,Fuels,Solid,Coal,short ton,short ton,g N2O,Lignite Coal,23,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_29,Fuels,Solid,Coal & Coke,short ton,short ton,mmbtu,Mixed (Commercial Sector),21.39,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_30,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,kg CO2,Mixed (Commercial Sector),94.27,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_31,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g CH4,Mixed (Commercial Sector),11,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_32,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g N2O,Mixed (Commercial Sector),1.6,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_33,Fuels,Solid,Coal & Coke,short ton,short ton,kg CO2,Mixed (Commercial Sector),2016,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_34,Fuels,Solid,Coal & Coke,short ton,short ton,g CH4,Mixed (Commercial Sector),235,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_35,Fuels,Solid,Coal & Coke,short ton,short ton,g N2O,Mixed (Commercial Sector),34,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_36,Fuels,Solid,Coal & Coke,short ton,short ton,mmbtu,Mixed (Electric Power Sector),19.73,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_37,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,kg CO2,Mixed (Electric Power Sector),95.52,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_38,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g CH4,Mixed (Electric Power Sector),11,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_39,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g N2O,Mixed (Electric Power Sector),1.6,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_40,Fuels,Solid,Coal & Coke,short ton,short ton,kg CO2,Mixed (Electric Power Sector),1885,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_41,Fuels,Solid,Coal & Coke,short ton,short ton,g CH4,Mixed (Electric Power Sector),217,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_42,Fuels,Solid,Coal & Coke,short ton,short ton,g N2O,Mixed (Electric Power Sector),32,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_43,Fuels,Solid,Coal & Coke,short ton,short ton,mmbtu,Mixed (Industrial Coking),26.28,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_44,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,kg CO2,Mixed (Industrial Coking),93.9,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_45,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g CH4,Mixed (Industrial Coking),11,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_46,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g N2O,Mixed (Industrial Coking),1.6,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_47,Fuels,Solid,Coal & Coke,short ton,short ton,kg CO2,Mixed (Industrial Coking),2468,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_48,Fuels,Solid,Coal & Coke,short ton,short ton,g CH4,Mixed (Industrial Coking),289,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_49,Fuels,Solid,Coal & Coke,short ton,short ton,g N2O,Mixed (Industrial Coking),42,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_50,Fuels,Solid,Coal & Coke,short ton,short ton,mmbtu,Mixed (Industrial Sector),22.35,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_51,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,kg CO2,Mixed (Industrial Sector),94.67,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_52,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g CH4,Mixed (Industrial Sector),11,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_53,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g N2O,Mixed (Industrial Sector),1.6,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_54,Fuels,Solid,Coal & Coke,short ton,short ton,kg CO2,Mixed (Industrial Sector),2116,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_55,Fuels,Solid,Coal & Coke,short ton,short ton,g CH4,Mixed (Industrial Sector),246,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_56,Fuels,Solid,Coal & Coke,short ton,short ton,g N2O,Mixed (Industrial Sector),36,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_57,Fuels,Solid,Coal & Coke,short ton,short ton,mmbtu,Coal Coke,24.8,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_58,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,kg CO2,Coal Coke,113.67,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_59,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g CH4,Coal Coke,11,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_60,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g N2O,Coal Coke,1.6,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_61,Fuels,Solid,Coal & Coke,short ton,short ton,kg CO2,Coal Coke,2819,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_62,Fuels,Solid,Coal & Coke,short ton,short ton,g CH4,Coal Coke,273,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_63,Fuels,Solid,Coal & Coke,short ton,short ton,g N2O,Coal Coke,40,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_64,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Municipal Solid Waste,9.95,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_65,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Municipal Solid Waste,90.7,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_66,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Municipal Solid Waste,32,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_67,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Municipal Solid Waste,4.2,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_68,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Municipal Solid Waste,902,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_69,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Municipal Solid Waste,318,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_70,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Municipal Solid Waste,42,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_71,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Petroleum Coke (Solid),30,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_72,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Petroleum Coke (Solid),102.41,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_73,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Petroleum Coke (Solid),32,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_74,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Petroleum Coke (Solid),4.2,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_75,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Petroleum Coke (Solid),3072,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_76,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Petroleum Coke (Solid),960,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_77,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Petroleum Coke (Solid),126,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_78,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Plastics,38,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_79,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Plastics,75,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_80,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Plastics,32,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_81,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Plastics,4.2,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_82,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Plastics,2850,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_83,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Plastics,1216,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_84,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Plastics,160,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_85,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Tires,28,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_86,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Tires,85.97,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_87,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Tires,32,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_88,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Tires,4.2,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_89,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Tires,2407,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_90,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Tires,896,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_91,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Tires,118,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_92,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Agricultural Byproducts,8.25,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_93,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Agricultural Byproducts,118.17,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_94,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Agricultural Byproducts,32,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_95,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Agricultural Byproducts,4.2,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_96,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Agricultural Byproducts,975,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_97,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Agricultural Byproducts,264,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_98,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Agricultural Byproducts,35,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_99,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Peat,8,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_100,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Peat,111.84,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_101,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Peat,32,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_102,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Peat,4.2,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_103,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Peat,895,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_104,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Peat,256,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_105,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Peat,34,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_106,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Solid Byproducts,10.39,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_107,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Solid Byproducts,105.51,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_108,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Solid Byproducts,32,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_109,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Solid Byproducts,4.2,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_110,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Solid Byproducts,1096,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_111,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Solid Byproducts,332,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_112,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Solid Byproducts,44,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_113,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Wood and Wood Residuals,17.48,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_114,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Wood and Wood Residuals,93.8,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_115,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Wood and Wood Residuals,7.2,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_116,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Wood and Wood Residuals,3.6,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_117,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Wood and Wood Residuals,1640,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_118,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Wood and Wood Residuals,126,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_119,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Wood and Wood Residuals,63,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_120,Fuels,Gaseous,Natural Gas,scf,scf,mmbtu,Natural Gas,0.001026,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_121,Fuels,Gaseous,Natural Gas,mmbtu,mmbtu,kg CO2,Natural Gas,53.06,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_122,Fuels,Gaseous,Natural Gas,mmbtu,mmbtu,g CH4,Natural Gas,1,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_123,Fuels,Gaseous,Natural Gas,mmbtu,mmbtu,g N2O,Natural Gas,0.1,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_124,Fuels,Gaseous,Natural Gas,scf,scf,kg CO2,Natural Gas,0.05444,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_125,Fuels,Gaseous,Natural Gas,scf,scf,g CH4,Natural Gas,0.00103,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_126,Fuels,Gaseous,Natural Gas,scf,scf,g N2O,Natural Gas,0.0001,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_127,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Blast Furnace Gas,0.000092,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_128,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Blast Furnace Gas,274.32,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_129,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Blast Furnace Gas,0.022,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_130,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Blast Furnace Gas,0.1,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_131,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Blast Furnace Gas,0.02524,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_132,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Blast Furnace Gas,0.000002,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_133,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Blast Furnace Gas,0.000009,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_134,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Coke Oven Gas,0.000599,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_135,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Coke Oven Gas,46.85,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_136,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Coke Oven Gas,0.48,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_137,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Coke Oven Gas,0.1,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_138,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Coke Oven Gas,0.02806,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_139,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Coke Oven Gas,0.000288,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_140,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Coke Oven Gas,0.00006,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_141,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Fuel Gas,0.001388,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_142,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Fuel Gas,59,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_143,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Fuel Gas,3,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_144,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Fuel Gas,0.6,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_145,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Fuel Gas,0.08189,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_146,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Fuel Gas,0.004164,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_147,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Fuel Gas,0.000833,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_148,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Propane Gas,0.002516,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_149,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Propane Gas,61.46,2015-01-01 00:00:00,2015-12-31 23:59:59
2015_150,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Propane Gas,0.022,2015-01-01 00:00:00,2015-12-31 23:59:59
